,sentiment,text
645,0,this backhand_index_pointing_down is not due to this is due to decades of hate training by rss the situation in india is precarious unrelenting attack on the poor muslims and dalits is reaching astronomical scale we appeal to the uno and to convene an urgent meeting n stop the horror
646,0,i understand the corona virus is an epidemic but can we get that new season of dragonball super please
647,0,it is apparently happening everywhere _19india
648,0,due to concern over coronavirus i am immediately replacing the usual handshake with finger guns until further notice thank you for your understanding
649,1,thy god save us from do the miracle
650,0,d's figures are for real and they speak the truth on behalf of the stupidity of intellectuals doctors paramedic are giving away their lives but some do not understand the pain they want to spread this pandemic and be called a child of god shame pic twitter com/fqnrelir8u
651,0,stupid corona virus pic twitter com/7v8ixplfwr
652,0,the american hiv the chinese coronavirus whatever u call it do not matter people are dying everyday you are here creating names idiot
653,0,india has only 2 lakh cases as of this tweet our medical system is already getting overwhelmed imagine what happens when there is 20 lakh or heck 2 cr btw that is only 1/1 5% of our entire population & we have ended lockdown it is beyond imagination for me
654,0,"gaston 100% would not quarantine gaston would be all ""me afraid of a /virus/ nothing stops gaston from going to the tavern "" then he would get corona and be perfectly fine but dozens of other villagers would die due to catching it from him /"
655,1,distributed vegetables and daily essentials to the migrant workers from different states and needy in chilukanagar division along with green way friends youth association twitter com/xbbt4erigy
656,1,asymptomatic carriers are more than 80% nobody is talking about true potential of mask usage simple can save thousands of lives if everyone wears one world leaders are letting people die of …
657,1,19 j&k records 3 deaths amid single day rise of 106 positive cases 55 cops 5 docs among fresh cases ut tally jumps to 1189
658,1,sub invitation to be resource person in online workshop on “microgreens” superfood boost immunity to fight covid 19 on 04 june 2020 we are pleased to inform that this year department of tourism & hospitality … …
659,0,no electricity from last evening already had power cut in past 10 days on name of maintenance if this is after maintenance what till be without
660,0,you know whats more dangerous then corona virus a feelings wilted_flower
661,1,coming to an end tomorrow so let me share my two favourite social media posts from friends …
662,0,"historic headlines that should come in future ""we are going to test x million people per week will test and isolate all asymptomatic cases"" ""all private hospitals built on govt land pay the rent of their operational years either in cash or by treating covid19 at low costs"""
663,0,worst crisis since world war2 source un chief
664,0,ask what i can do for my nation from nov1971 mar73 govt levied 5 p surcharge for refugee relief of bangladesh (e pak) see stamps envelop 5 modi govt spent25 lakh cr on covid 19 poor farmers dbt msme& revival levycoronatax/surcharge pic twitter com/eh4pyrzjwy
665,1,rejuvenate itself with the first shower of the mansoon had a difficult time during covid 19 but thanks to our vrukshamitra's who really worked hard to minimize the impact is our dream and dream is not far now /vyvt9ivezq
666,0,lufthansa to close it is airbus operation click the link pls do like it _19 _the_silence
667,0,coronavirus argentina closes its borders austria limits movement to what is strictly necessary the police will monitor these prohibitions serbia declares state of emergency closes borders for foreigners deploys army to fight pandemic
668,1,thankful to honourable judges of the supreme court for contribution to pm cares will strengthen the efforts to fight covid 19 …
669,0,no one calls it the chinese flu or chinese coronavirus you racist people do
